id,Ten_KH,Ten_TV,Mo_ta,idHo
61859947267dc912d02a4933,Cnesmone,,,618595fb267dc912d02a46db
61859947267dc912d02a4934,Cnesmosa,,,618595fb267dc912d02a4623
61859947267dc912d02a4935,Cnestis,,,618595fb267dc912d02a4623
61859947267dc912d02a4936,Cnidium,,,618595fb267dc912d02a46bf
61859947267dc912d02a4937,Coccinia,,,618595fb267dc912d02a46e1
61859947267dc912d02a4938,Coccoloba,,,618595fb267dc912d02a46c6
61859947267dc912d02a4939,Cocculus,,,618595fb267dc912d02a469b
61859947267dc912d02a493a,Cochinchinochloa,,,618595fb267dc912d02a4664
61859947267dc912d02a493b,Cochlospermum,Ốc tử,,618595fb267dc912d02a4696
61859947267dc912d02a493c,Cocos,,,618595fb267dc912d02a46bc
61859947267dc912d02a493d,Codariocalyx,,,618595fb267dc912d02a46e8
61859947267dc912d02a493e,Codiaeum,,,618595fb267dc912d02a4624
61859947267dc912d02a493f,Codonacanthus,,,618595fb267dc912d02a4623
61859947267dc912d02a4940,Codonopsis,,,618595fb267dc912d02a46f7
61859947267dc912d02a4941,Coelachne,,,618595fb267dc912d02a46a6
61859947267dc912d02a4942,Coelogyne,,,618595fb267dc912d02a4696
61859947267dc912d02a4943,Coelorachis,,,618595fb267dc912d02a4680
61859947267dc912d02a4944,Coffea,Cà phê,"COFFEA L.[Từ caffa: tên gọi cây cà phê theo tiếng Êtiôpia]Cây nhỡ có nhánh non dẹp. Lá mọc đối, ít khi mọc vòng 3; lá kèm rộng. Cụm hoa xim hay bó ở nách lá, có khi hoa đơn độc, màu trắng hay vàng vàng, thường thơm; lá bắc con thường hợp sinh. Đài có lá đài ngắn, thường có tuyến, tồn tại, ống ngắn. Tràng có 4-7 cánh hoa, trải ra; ống ngắn hoặc dài. Nhị 4-7, đính ở họng tràng, hẹp, thường cong và vặn. Bầu có 2 ô; vòi hình sợi, nhẵn bóng, đầu nhụy hình dải hay hình dùi; noãn 1 trong mỗi ô. Quả hạch có 2 hạch phẳng lồi, lõm hay có rãnh ở mặt bụng, dai hoặc hóa xương; hạt 1 trong mỗi ô, phẳng lồi, lõm ở mặt bụng.Gồm tới 40 loài ở các vùng nhiệt đới Cựu lục địa, chủ yếu ở châu Phi",618595fb267dc912d02a4696
61859947267dc912d02a4945,Coix,,,618595fb267dc912d02a46ae
61859947267dc912d02a4946,Cola,,,618595fb267dc912d02a4696
61859947267dc912d02a4947,Colchicum,Tỏi độc,,618595fb267dc912d02a46ca
61859947267dc912d02a4948,Coldenia,Cáp điền,"COLDENIA L.[Đề tặng Jean Colden ( 1724 - 1766 ), nhà thực vật học nghiên cứu Thực vật có hạt]Cây thảo mọc bò. Lá mọc so le. Cụm hoa nhỏ, ở nách lá, có cuống ngắn, lẫn với lá bắc dạng lá. Hoa có vòi nhụy rất ngắn hoặc không có; đầu nhụy 2. Quả khô.Chỉ có 1 loài ở các vùng nhiệt đới và nóng của Cựu lục địa.",618595fb267dc912d02a4661
61859947267dc912d02a4949,Colebrookea,,,618595fb267dc912d02a46fd
61859947267dc912d02a494a,Collabiopsis,,,618595fb267dc912d02a4647
61859947267dc912d02a494b,Collabium,,,618595fb267dc912d02a4680
61859947267dc912d02a494c,Colobogyne,,,618595fb267dc912d02a4680
61859947267dc912d02a494d,Colocasia,,,618595fb267dc912d02a46ee
61859947267dc912d02a494e,Colona,Cọ mai,"COLONA Cav.,Cây gỗ hoặc cây bụi. Lá có cuống, thường có răng; lá kèm tồn tại hoặc sớm rụng.Cụm hoa thành chùy ở ngọn, có khi là chùy ở nách, hoặc là cụm hoa ở nách, hoa thường nhóm 3 cái một trong một bao chung dễ rụng. Lá đài 5, xếp van, có lông mềm ở mặt ngoài, có khi cả ở mặt trong. Cánh hoa 5, với một tuyến ở gốc, phía trong. Nhị nhiều, đính quanh bầu trên một cuống nhị ngắn; bao phấn mở trong. Bầu có 4-5 góc, gần hình cầu; vòi hình dùi, đầu nhụy dạng chấm; 3-5 ô, noãn xếp trên 2 hàng trong mỗi ô. Quả không mở hoặc chia thành van đơn hạt, luôn luôn khô và có cánh; hạt treo; ô 5, hoặc 3 do thui biến, cánh dạng màng dài.Gồm 30 loài ở Nam Trung Quốc, Đông Nam Á và vùng Ấn Độ-Mã Lai. Ở nước ta có 8 loài; nhiều loài cho gỗ và có vỏ dùng bện dây.",618595fb267dc912d02a46bf
61859947267dc912d02a494f,Colquhounia,Kinh quốc,"COLQUHOUNIA Wall.,Cây bụi trườn hay đứng. Thân vuông hay gần tròn. Lá mọc đối, nguyên hay xẻ răng cưa, có lông đơn hay lông hình sao. Cụm hoa gồm các xim hai ngả tập hợp thành dạng bông hay dạng chùm ở đỉnh cành hay ở nách lá phía đỉnh cành. Lá bắc nhỏ. Đài hình chuông hay hình ống, có 10 gân dọc, 5 thùy gần bằng nhau. Tràng có ống thò khỏi đài, 2 môi: môi trên 1 thùy gần như phẳng; môi dưới 3 thùy hình trứng, ngắn hơn môi trên, thùy giữa thường có khuyết. Nhị 4, hướng lên phía môi trên của tràng; chỉ nhị nhẵn hay có lông; bao phấn 2 ô chụm lại. Bầu nhẵn hay có lông; vòi nhụy xẻ 2 thùy ở đỉnh. Quả thuôn hình trứng, có cánh ở đỉnh.Có 6 loài, phân bố chủ yếu ở châu Á.",618595fb267dc912d02a46d9
61859947267dc912d02a4950,Colubrina,"Lẹo mắt, Xà đằng","COLUBRINA Rich. ex Brongn.,[Từ chữ Latinh colubrinus: như con rắn, do chữ coluber, con rắn]Cây bụi mọc đứng, có cành leo. Lá mọc so le. Hoa tập hợp thành xim ngắn ở nách lá. Lá đài 5, ống đài hình bán cầu. Cánh hoa 5 có móng dài, đính trên mép của đĩa. Nhị 5. Đĩa mật nạc, phủ lên ống đài. Bầu dính với đĩa; 3 ô; vòi chẻ 3; đầu nhụy gập. Quả gần hình cầu, có các phần còn lại của ống đài bao ở phần dưới; 3 ô, chứa mỗi ô một hạt, mở chậm.Gồm 31 loài ở các vùng nhiệt đới và nóng, chủ yếu ở châu Mỹ",618595fb267dc912d02a4647
61859947267dc912d02a4951,Colysis,Ổ vạch,"COLYSIS C. Presl,Dương xỉ có thân rễ mọc bò, có vẩy. Có hai loại lá mà lá sinh sản hẹp hơn hoặc với một loại lá có ít nhiều biến đổi để mang các ổ túi bào tử. Ổ túi bào tử hình dải nằm giữa các gân, đi từ gân giữa đến gần mép lá.Có đến 30 loài của các vùng nhiệt đới Cựu lục địa",618595fb267dc912d02a46aa
61859947267dc912d02a4952,Combretum,Trâm bầu,"COMBRETUM Loefl.[Tên do Plinius dùng để chỉ một cây leo mà hiện nay không rõ tên]Cây gỗ hoặc thường là cây nhỡ leo, thường phủ lông hình khiên trên các nhánh, lá, cụm hoa và hoa. Lá mọc đối, có khi mọc vòng, nguyên, có cuống.Cụm hoa chùm hay bông, ở nách lá hay ở ngọn, dạng đầu hay kéo dài. Hoa lưỡng tính, mẫu 5 hay mẫu 4, có khi có cuống. Đài hợp, dạng đấu hay dạng phễu, chia ra 4 - 5 răng. Tràng có 4 - 5 cánh hoa, thường nhỏ, có khi có móng. Nhị loại lưỡng nhị đối với 8 - 10 nhị. Đĩa mật có hay không. Bầu hạ, 1 ô, với 2 - (3) - 4 noãn đảo treo.Vòi đơn, dạng dùi.   Quả bế giả có 4 - 5 cạnh hay 4 - 5 cánh, chứa một hạt; lá mầm gập và lợp lên nhau.Gồm tới 250 loài ở châu Phi, châu Mỹ và châu Á, nhưng thường gặp ở Ôxtrâylia",618595fb267dc912d02a469c
61859947267dc912d02a4953,Commelina,"Thài lài, Rau trai","COMMELINA L.[Đề tặng nhà thực vật học Hà Lan Kaspar Commelin (1667-1731)]Cây thảo mọc nhiều năm, mọc nằm nhiều hay ít, mập nhiều hay ít. Lá mọc so le, hình trái xoan, ngọn giáo hoặc hình dải, không cuống hoặc gần như không cuống. Hoa màu lam, màu vàng vàng, có khi màu trắng, tập hợp thành xim hai ngả nằm trong một cái mo. Bao hoa có 6 phiến, 3 cái ngoài tồn tại, 3 cái trong dạng cánh. 6 nhị, có khi 3 do có 3 nhị thui biến một phần hoặc toàn bộ và biến đổi thành nhị lép; bao phấn 2 ô mở bằng khe nứt. Bầu thượng 3 ô, ít khi 2, mỗi ô chứa 2 noãn. Quả nang, mở dọc lưng của các ô.Gồm tới 150 loài ở các vùng nhiệt đới và nóng. Ở nước ta có một số loài dùng làm thức ăn cho người và gia súc, một số loài làm thuốc.",618595fb267dc912d02a46bd
61859947267dc912d02a4954,Commersonia,"Hu đen, Chưng sao","COMMERSONIA J.R.Forst. et G.Forst.,[Đề tặng Philibert Commerson (1727-1773) người Pháp nghiên cứu về quyết thực vật và thực vật có hạt ở Trung Quốc và Đông Dương]Cây gỗ nhỏ hay lớn. Lá đơn, mọc so le. Cụm hoa chùy gồm toàn hoa lưỡng tính, mẫu 5. Cánh hoa lõm ở gốc hay ở trên, không chia thùy, có 5 tuyến dạng nhị lép tạo thành vòng nhỏ, có lông và 10 mũi nhọn dạng sợi. 5 bao phấn xen kẽ với các thùy của vòng nhỏ. Bầu không cuống hay gần như không cuống, ở giữa các nhị. Quả hình cầu, không có cánh, nhưng có gai hoặc nhú.Gồm 10 loài ở Ôxtrâylia, có 1 loài ở Đông Nam Á.",618595fb267dc912d02a46be
61859947267dc912d02a4955,Conandron,,,618595fb267dc912d02a46ca
61859947267dc912d02a4956,Condonopsis,,,618595fb267dc912d02a462b
61859947267dc912d02a4957,Congea,"Lâm nhung, Cua om","CONGEA Roxb.Cây nhỡ leo, thường có lông mềm do các lông đơn và hình sao. Lá mọc đối, nguyên. Cụm hoa chùy ở ngọn và rộng gồm nhiều xim dạng đầu, có 3 - 9 hoa có cuống, có bao chung; lá bắc dạng lá, trắng hoặc có màu, thường là 3 cái, thuôn hoặc hình bay, dính nhau ở gốc. Đài dạng phễu, có 5 răng, hơi đồng trưởng. Tràng có hai môi; ống mảnh, rộng ở đỉnh, nhẵn mặt ngoài, thường có lông nhung ở mặt trong tại họng tràng; môi trên có 2 thùy dài; môi dưới có 3 thùy nhỏ hơn. Nhị 4, hai trội, thò, đính ở họng; bao phấn thuôn, có ô song song. Bầu chia không đầy đủ thành 2 ô; noãn 4, treo ở đỉnh của giá noãn trung tâm. Quả hạch nhỏ, hình trứng ngược, hầu như khô; hạt 1 có vỏ dạng màng.Gồm 7 loài ở Đông Nam Á",618595fb267dc912d02a46a6
61859947267dc912d02a4958,Coniogramme,,,618595fb267dc912d02a46e4
61859947267dc912d02a4959,Connarus,Sơn thù,"CONNARUS L.[Từ chữ Hy Lạp connaros: tên do Athénée dùng chỉ một loài cây mà theo Baillon, thì có thể là cây táo tàu. Linnê dùng nhưng không nêu rõ lý do sự lựa chọn tên này]Dây leo, cây nhỏ hay cây nhỡ. Lá kép lông chim lẻ, có khi 3 lá chét, ít khi 1 lá chét; lá chét có các điểm tuyến rõ nhiều hay ít.Cụm hoa chùy ở ngọn hay ở nách các lá trên. Hoa lưỡng tính, mẫu 5. Lá đài, cánh hoa và nhị đều có tuyến. Lá đài xếp lợp, hơi dính ở gốc. Cánh hoa lợp thường có lông tuyến. Nhị 10 có chỉ nhị dính thành ống ở gốc, với lông tuyến rải rác. Lá noãn độc nhất; bầu hình cầu, có lông nhung; vòi mảnh có chiều dài thay đổi, có lông tuyến.Quả đại hay quả đậu, thon hẹp ở gốc thành cuống; vỏ quả dai hay hóa gỗ. Hạt 1 có vỏ đen bóng, có áo hạt nạc, ở gốc, màu vàng, chia 2 thùy; không có phôi nhũ.Gồm đến 100 loài phân bố ở các vùng nhiệt đới Nam Mỹ, châu Phi, Đông Nam Á.",618595fb267dc912d02a46fb
61859947267dc912d02a495a,Conyza,Cỏ tai hùm,"CONYZA Less.[Từ tên Hy Lạp konuza, có thể do chữ konis: bụi, ghẻ]Cây thường mọc hằng năm. Lá mọc so le, phiến lá thường có răng ở mép. Cụm hoa đầu xếp thành cụm hoa chùy ở ngọn hay ở nách lá; trong đầu hoa, các hoa ở mép hình lưỡi, màu vàng. Bao phấn có gốc cắt ngang. Quả bế dẹp, có lông dài ở đỉnh.Có nhiều loài của Bắc Mỹ và các vùng ôn đới châu Á",618595fb267dc912d02a46bf
61859947267dc912d02a495b,Coptis,Hoàng liên,"COPTIS Salisb.Cây thảo sống nhiều năm, thấp lùn, có thân rễ. Lá mọc từ gốc rễ, tồn tại, có cuống, phiến chia thành 3 thùy có góc, có răng. Hoa đơn độc, ít khi xếp từng đôi, có cuống dài; lá đài 5 - 7, tù, dạng cánh, dễ rụng; cánh hoa 5 - 7, hình dải, màu trắng; nhị nhiều. Quả gồm 3 - 7 quả đại kéo dài thành mỏ.Chỉ gặp ở các vùng ôn đới.",618595fb267dc912d02a46ee
61859947267dc912d02a495c,Coptosapelta,Dây khai,"COPTOSAPELTA Korth.Cây nhỡ leo, có lông mềm. Lá dai; lá kèm nhỏ hình tam giác, dễ rụng. Cụm hoa chùy ở ngọn, thòng; nụ hoa có góc. Lá đài 5, ngắn, tồn tại, ống tràng hình con quay hay gần hình cầu. Cánh hoa 5, hình dải, dai, tiền khai vận; ống ngắn. Nhị 5, đính ở họng của tràng; chỉ nhị ngắn, hình dùi, bao phấn kéo dài, có lông ở mặt lưng. Bầu 2 - 3 ô; đầu nhụy kéo dài, hình con thoi, có 4 góc, có lông mịn; noãn nhiều. Quả khô dạng quả nang 2 - 3 ô, mở ô hay mở van; hạt nhiều, nhỏ, có cánh; phôi thẳng; phôi nhũ nạc.Gồm 4 loài phân bố từ Ấn Độ đến Malaixia.",618595fb267dc912d02a46a8
61859947267dc912d02a495d,Corchorus,"Đay, Bố","CORCHORUS L.[Tên Latinh, từ chữ Hy Lạp korchoros: tên một loài cây mọc dại có vị đắng]Cỏ cứng hay cây bụi, mọc hằng năm hay lâu năm, có lông hình sao. Lá đơn, không chia thùy, có răng, có cuống, có lá kèm. Cụm hoa ở nách; cuống rất ngắn; cuống hoa ngắn, có đốt; hoa nhỏ xếp 3 cái một, màu vàng. Lá đài 4 - 5, rời, có mũi. Cánh hoa 4 - 5, mang một móng có đốt, có lông mi, không có tuyến mật. Nhị rời, nhiều; bao phấn hướng trong; chỉ nhị dạng sợi dài bằng cánh hoa. Cuống nhị ngắn, thường có một vòng phụ ngắn bao quanh nhị và bầu ở gốc. Bầu 2 - 6 ô không đầy đủ; noãn rất nhiều. Quả khô dạng quả nang hình cầu hay hình trụ; hạt đính trên 2 dãy, mỗi dãy một bên của van.Gồm 8 loài ở châu Á, thường được trồng",618595fb267dc912d02a46ae
61859947267dc912d02a495e,Cordia,"Ngát, Ông bầu","CORDIA L.[Đề tặng các nhà thực vật học Euricius Cordus (1486 - 1535) và Valerius Cordus (1514 - 1544)]Cây gỗ hoặc cây nhỡ. Lá mọc so le hoặc mọc đối giả, nguyên hoặc có răng lượn sóng, có cuống, không có lá kèm. Cụm hoa thành xim lưỡng phân, thường có dạng ngù; hoa có khi tập hợp thành xim đơm ở ngọn, rồi ở bên, lưỡng tính, hoặc hoa đực với một nhụy thui biến. Đài hình ống hay hình chuông, đồng trưởng và loe ra, với răng nhỏ, về sau rách ra. Tràng hình ống, có 4 - 8 thùy trải ra hay gập. Nhị 4 -8, đính trên ống; bao phấn thường lồi, đu đưa, mở trong; chỉ nhị dạng sợi. Nhụy ở sâu trong đài, bầu không cuống, có 4 ô đơn hạt; vòi ở đỉnh, lúc đầu nguyên rồi chia 2 cành nạc mang 2 đầu nhụy dạng sợi, hoặc là 2 vòi nhụy chẻ đôi chỉ hơi dính với nhau ở đỉnh bầu. Quả hạch có chất nhầy; hạch hóa xương, 1 - 4 ô; hạt 1; ít khi hơn, không có phôi nhũ.Gồm khoảng 25 loài ở châu Á và vùng Mã Lai.",618595fb267dc912d02a46d9
61859947267dc912d02a495f,Cordiglottis,,,618595fb267dc912d02a46fd
61859947267dc912d02a4960,Cordisepalum,,,618595fb267dc912d02a4680
61859947267dc912d02a4961,Cordyline,"Huyết dụ, Phất dủ","CORDYLINE Comm. ex Juss.[Từ chữ Hy Lạp kordyle: báng súng, gậy đánh gôn]Phần lớn là cây gỗ mọc thẳng, cao tới 12 - 15m. Lá đơn, thường kéo dài thành dải, không cuống hoặc có cuống, ôm thân ở phía gốc. Hoa nhỏ, đơn độc, nhiều, xếp thành chùy lớn phân nhánh ở ngọn; cuống hoa thường có 3 lá bắc làm thành bao chung; bao hoa có 6 phiến trải ra hoặc cong. 6 nhị thò. Quả dạng quả mọng, hình cầu, có màu sắc khi chín, thường chứa 1 hạt.Gồm khoảng 12 loài ở Đông Ấn Độ, quần đảo Mã Lai, Ôxtrâylia, Niu Dilen và các đảo Thái Bình Dương",618595fb267dc912d02a46c1
61859947267dc912d02a4962,Coreopsis,Cúc nghệ,"OREOPSIS L.Cây thảo mọc hằng năm hoặc cây sống lâu năm dạng thảo. Lá mọc đối, so le hay mọc vòng, đơn hay chia thùy. Hoa thành đầu đơn, ở nách lá hay ở ngọn, có cuống dài. Bao chung có 2 dãy lá bắc mà dãy ngoài trải ra.Gồm 114 loài của châu Mỹ và vùng nhiệt đới châu Phi.",618595fb267dc912d02a46ed
61859947267dc912d02a4963,Coriandrum,"Mùi, Rau mùi, Ngò","CORIANDRUM L.[Từ chữ coris: con rệp, do đó có chữ coriandron: liên hệ đến mùi hôi của quả còn xanh]Cỏ sống hằng năm, không lông, có rễ cọc. Lá có cuống, với cuống có bẹ, mỏng, xẻ lông chim.Cụm hoa thành tán kép, với bao chung có khi không có hoặc gồm chỉ một lá bắc, bao riêng có lá bắc con không nhiều, hẹp. Hoa trắng hay hồng. Đài có răng nhọn, thường không đều. Cánh hoa có đỉnh cong, các cánh hoa của các hoa phía ngoài chẻ đôi hay lõm, vòi mảnh, chân vòi hình nón. Thể quả rẽ đôi đến tận gốc.Quả tròn, dạng mắt chim, các quả thắt ngấn không tách xa nhau khi chín, cạnh sơ cấp dạng sợi, cạnh thứ cấp dạng sợi hay không rõ. Không có ống dầu.Gồm 2 loài, gốc ở vùng Địa Trung Hải, trồng ở khắp nơi.",618595fb267dc912d02a46ee
61859947267dc912d02a4964,Cornus,Thù du,"CORNUS L.[Từ chữ cornu: sừng; do gỗ cây rất cứng như là sừng]Cây gỗ hay cây nhỡ có lá thường rụng sớm và mọc đối.Hoa thành tán, thành chùy hoặc thành đầu. Quả mọng, màu trắng, đỏ hay đen.Gồm 45 loài ở Bắc ôn đới, ít gặp ở Nam Mỹ, Phi châu.",618595fb267dc912d02a46e1
61859947267dc912d02a4965,Corybas,,,618595fb267dc912d02a46c2
61859947267dc912d02a4966,Corydalis,Cải cần,"CORYDALIS DC.[Từ chữ Hy Lạp korydallis: chim chiền chiện, chim sơn ca; do hoa có cựa giống như mào của chim này.]Cây thảo sống hằng năm hay lưu niên. Gốc rễ có thớ hoặc dạng củ. Lá mọc so le, không có lá kèm; phiến chia sâu thành thùy hoặc thành dải. Cụm hoa thành chùm hay ngù. Hoa không đều, 2 lá đài sớm rụng, dạng cánh; 4 cánh hoa, hơi dính nhau ở gốc, cái trên lớn hơn và kéo dài thành cựa ở gốc; 6 nhị, xếp hai bó, vòi nhụy dạng sợi; 2 đầu nhụy; bầu thượng. Quả nang chứa nhiều hạt.Gồm tới 300 loài của các vùng ôn đới Bắc và vùng núi nhiệt đới châu Phi.",618595fb267dc912d02a4680
61859947267dc912d02a4967,Corymborkis,"Tản lan, Lan đất lá dừa","CORYMBORKIS Thouars[Do từ ghép corymb: ngù, và orchis,  vì lan này có một số loài có cụm hoa dạng ngù]Lan địa sinh, mọc cao, có lá với rễ dạng sợi. Lá rộng, gấp nếp.Cụm hoa chùy trải ra, ở nách lá; hoa to, mảnh. Lá đài và cánh hoa rất hẹp, hình dải, ban đầu dính thành ống bởi các móng. Cánh môi thẳng, hình dải, có rãnh, phình ở đỉnh. Cột dài, mọc đứng, hình trụ; mỏ chẻ đôi; đầu nhụy ngang, lõm. Bao phấn hẹp, nhọn, có 2 ô. Khối phấn thành chùy, thon hẹp thành chuôi trên một tuyến. Quả nang hình dải hoặc hình con thoi.Gồm 32 loài liên nhiệt đới.",618595fb267dc912d02a4628
61859947267dc912d02a4968,Corypha,Lá buông,"CORYPHA L.,Từ chữ Hy Lạ: chỏm, ngọn, đỉnhCây lớn có thân dày có dáng đẹp. Thân cột có đốt, rỗng, không gai. Lá lớn dạng quạt có cuống lá khỏe có gai, xếp thành một vòng lớn, xẻ tua đều, với nhiều đoạn phiến hẹp. Hoa lưỡng tính, nhỏ, trên một bông mo mọc đứng, dạng chùy, phân nhánh nhiều, có mo dạng sừng bao bọc ở gốc của cuống chính và các nhánh. Quả dạng quả mọng hình cầu đơn hạt mang ở gốc các phần còn lại của đầu nhụy. Hạt hình trứng hoặc hình cầu.Gồm 8 loài của các nước nhiệt đới châu Á tới Ôxtrâylia.",618595fb267dc912d02a4680
61859947267dc912d02a4969,Coryphopteris,,,618595fb267dc912d02a46e8
61859947267dc912d02a496a,Coscinium,,,618595fb267dc912d02a46d6
61859947267dc912d02a496b,Cosmos,,,618595fb267dc912d02a4664
61859947267dc912d02a496c,Cosmostigma,Tinh thư,"COSMOSTIGMA Wight,[Từ chữ kosmos: vũ trụ và stigma: đầu nhụy; đầu nhụy hình sao]Dây leo có mủ. Lá mọc đối. Cụm hoa tán ở nách lá, tràng hoa hình thúng có tiền khai vặn, tràng phụ đơn do 5 vẩy mỏng, không mập, gắn trên nhị. Phấn khối 2, như sáp, có chuôi và gót dính; đầu nhụy hình sao. Quả đại; hạt dẹp có cánh và lông mào.Gồm 3 loài của vùng Ấn Độ - Mã Lai.",618595fb267dc912d02a46ee
61859947267dc912d02a496d,Costus,Mía dò,"COSTUS L., họ Mía dò – Costaceae [Chưa rõ từ nguyên]Thân mọc cao, xoắn ốc. Lá hầu như không cuống, xếp hình xoắn ốc, thường hơi thon hẹp ở hai đầu, phần trên rộng hơn; lưỡi hình trụ, bao hoàn toàn lấy thân. Hoa ở ngọn hoặc ở gốc thành nón dày đặc; lá bắc hợp, hình trái xoan hay ngọn giáo; lá bắc con ở bên; hoa to và đẹp. Đài ngắn, chia 3 thùy. Tràng có ống rộng và ngắn. Nhị dạng cánh, các ô phấn nằm ở phía giữa của bản hình cánh dạng dải, mà phần dưới là chỉ nhị và phần trên là mào của trung đới. Cánh môi rộng bằng dài. Nhụy lép không có hoặc dính với cánh môi. Bầu có 3 ô, noãn nhiều. Quả nang; hạt nhiều, có áo hạt.Gồm tới 90 loài ở các vùng nhiệt đới châu Mỹ, châu Phi, châu Á cho tới Ôxtrâylia.",618595fb267dc912d02a46ea
61859947267dc912d02a496e,Cotoneaster,Lê hình,"COTONEASTER Medik.[Từ tên loài táo dại cotonea và aster: giống như; cây có lá, có lớp lông măng mềm như ở loài táo dại]Cây nhỡ rất phân nhánh, nhánh không có gai, thường xanh. Lá mọc so le đơn, thường nguyên. Cụm hoa ngù ở ngọn hay ở bên. Lá đài 5, cánh hoa 5, nhị 20; lá noãn 2 - 4, không dính nhau ở mặt bụng, có 2 noãn bằng nhau.Quả hạch, mang lá đài tồn tại, màu đỏ hoặc đen.Gồm tới 50 loài phân bố ở các vùng ôn đới Cựu lục địa.",618595fb267dc912d02a46c3
61859947267dc912d02a496f,Cotula,Cúc ruộng,"COTULA L.[Từ chữ Hy Lạp kotulê: hốc, hố]Cây thảo mọc hằng năm hay cây sống lâu năm dạng thảo, mọc bò hay thành bụi dày. Lá khía răng hay bị cắt ra, thùy hẹp. Cụm hoa đầu màu vàng, mọc đơn độc, nhiều hoa, khác tính, đế hoa phẳng, có gợn khi chín. Quả bế dẹp, nhẵn.Gồm tới 80 loài phân bố khắp thế giới, chủ yếu ở Nam bán cầu;",618595fb267dc912d02a46ad
61859947267dc912d02a4970,Couroupita,Cây đầu lân,,618595fb267dc912d02a46ee
61859947267dc912d02a4971,Courtoisia,,,618595fb267dc912d02a464a
61859947267dc912d02a4972,Craibiodendron,"Hoa khế, Cáp mộc","CRAIBIODENDRON W.W Sm.[Là từ ghép của tên chi Craibia trong họ Đậu và dendron: gỗ; cũng có gỗ như gỗ Craibia]Cây gỗ nhỏ hay trung bình. Lá đơn, mọc so le, rải rác trên thân, cành.Cụm hoa chùm ở nách lá. Hoa lưỡng tính, mẫu 5. Lá đài 5 hơi dính nhau; cánh hoa 5, dính thành ống hình lục lạc hay hình chuông; nhị 10, mở lỗ ở đỉnh; bầu thượng 5 ô. Quả nang; hạt có cánh.Gồm 7 loài ở Đông Nam Á",618595fb267dc912d02a46cc
61859947267dc912d02a4973,Craigia,,,618595fb267dc912d02a4672
61859947267dc912d02a4974,Craniotome,,,618595fb267dc912d02a46ca
61859947267dc912d02a4975,Crassocephalum,,,618595fb267dc912d02a4647
61859947267dc912d02a4976,Crateva,"Bún, Ngư mộc","CRATEVA L.Cây gỗ không lông. Lá có cuống với 3 lá chét không bằng nhau, có cuống phụ ngắn. Cụm hoa ngù; hoa to, màu trắng hay hồng, thường lưỡng tính. Lá đài 4, rời; đính trên một đĩa lõm. Cánh hoa 4, so le, có thùy rộng, có vân, với móng hẹp, ngắn hơn phiến. Nhị 15 hay nhiều hơn, chỉ nhị dài và mảnh, đính quanh một cuống nhụy trên một phần phình ở gốc; bao phấn có 2 ô song song.Bầu hình trứng hay hình cầu trên cuống nhụy dài; giá noãn 2, đính bên, có 4 - 6 dãy noãn dọc chiều dài; đầu nhụy dính, lõm thành hình phễu, hơi thắt nghẽn trên bầu. Quả có vỏ chắc, bên trong có thịt; hạt nhiều, hình thận.Gồm 6 loài ở các vùng nhiệt đới, kể cả ở nước ta",618595fb267dc912d02a46ee
61859947267dc912d02a4977,Cratoxylum,"Thành ngạnh, Lành ngạnh","CRATOXYLUM Blume, họ Măng cụt – Clusiaceae[Từ chữ Hy Lạp kratos: sức mạnh và xylon: gỗ, do cây có gỗ cứng]Cây gỗ hoặc cây bụi. Lá nguyên, có cuống hoặc gần như không cuống. Cụm hoa ở nách lá hay ở ngọn thành chùy. Lá đài 5, dai và tồn tại trên quả nang. Cánh hoa 5, màu trắng, hồng hoặc đỏ kèm theo vẩy gốc hay không, ở bên trong và dính với cánh. Tuyến 3 - 5, áp trên lưng của các lá noãn, nạc. Nhị nhiều, thành 3 - 5 bó có cuống; cuống hình dải cũng dài bằng hoặc ngắn hơn chỉ nhị rời; chỉ nhị xếp trên  một hoặc nhiều dãy; bao phấn nhỏ, hướng ngoài. Bầu có 3 ô, với 3 vòi nhụy rời, dạng sợi. Quả nang có 3 van mang theo vách; hạt 4 hoặc nhiều trong mỗi ô, đính trên những giá noãn, mọc đứng, có cánh.Gồm 6 loài phân bố từ Ấn Độ đến Malaixia, Inđônêxia",618595fb267dc912d02a46a9
61859947267dc912d02a4978,Crawfurdia,"Long đởm dại, Cầu phước","CRAWFURDIA Wall., họ Long đởm – Gentianaceae [Chưa rõ từ nguyên]Cỏ leo. Lá đơn, mọc đối; gốc tròn hay hơi lõm, đầu có mũi. Hoa có cuống dài hay ngắn, ở nách lá. Đài có cạnh hay cánh. Tràng hợp hình ống hay hơi hình chuông. Nhị 5. Bầu 1 ô với 2 giá noãn bên. Quả nang; hạt nhỏ, nhiều.",618595fb267dc912d02a463d
61859947267dc912d02a4979,Cremanthodium,,,618595fb267dc912d02a4629
61859947267dc912d02a497a,Cremastra,,,618595fb267dc912d02a46ee
61859947267dc912d02a497b,Crepidium,,,618595fb267dc912d02a4680
61859947267dc912d02a497c,Crepidomanes,,,618595fb267dc912d02a4680
